province_name,district_name,lat,lon,avg_temp,avg_rain,treecover_pct,potential_treecover_pct,missing_treecover_pct,model_potential_treecover_pct,model_missing_treecover_pct
Agri,Doğubeyazıt,39.57772620465168,44.0361939897038,7.122692307692307,0.0,0.0,10,10.0,67.91941119047608,67.91941119047608
Agri,Eleşkirt,39.82510285619879,42.691230264416106,6.104769230769231,0.0,0.0,10,10.0,41.299385833333254,41.299385833333254
Agri,Hamur,39.50133553495088,43.08810174876008,6.332769230769231,0.0,0.0,10,10.0,71.44603434523806,71.44603434523806
Agri,Merkez,39.81191794435278,43.17243541088944,6.893307692307692,0.0,0.0,10,10.0,71.01944619047609,71.01944619047609
Agri,Patnos,39.21661251611671,42.91331429708272,9.91876923076923,0.0,0.0,10,10.0,17.501983333333385,17.501983333333385
Agri,Taşlıçay,39.58959087812761,43.38477277992072,6.332769230769231,0.0,0.0,10,10.0,71.44603434523806,71.44603434523806
Agri,Tutak,39.50821002149996,42.72018174758034,8.159846153846155,0.0,1.37,10,8.629999999999999,62.45972880952383,61.089728809523834
Aksaray,Ağaçören,38.65139432761589,33.840663178323666,12.95130769230769,0.0,0.0,10,10.0,76.7803174603175,76.7803174603175
Aksaray,Eskil,38.21935992680877,33.422025001399746,12.38623076923077,0.0,0.0,10,10.0,33.633711666666706,33.633711666666706
Aksaray,Gülağaç,38.36295091512031,34.320609678027004,11.483692307692309,0.0,0.0,10,10.0,41.261936190476135,41.261936190476135
Aksaray,Güzelyurt,38.23092826804516,34.32282038107879,10.965461538461538,0.0,0.0,10,10.0,40.767913750000105,40.767913750000105
Aksaray,Merkez,38.284408606216736,33.86553589635082,12.95130769230769,0.0,0.0,10,10.0,76.7803174603175,76.7803174603175
Aksaray,Ortaköy,38.61718846424526,34.13302931631731,11.483692307692309,0.0,0.0,10,10.0,41.261936190476135,41.261936190476135
Aksaray,Sarıyahşi,38.85773237788003,34.037252769632495,12.073692307692308,0.0,0.0,10,10.0,63.038166666666775,63.038166666666775
Amasya,Göynücek,40.35867238447269,35.538375598933854,11.840923076923078,0.0,12.33,10,0.0,33.56464750000004,21.234647500000044
Amasya,Gümüşhacıköy,40.909698544032864,35.21062233479086,10.71046153846154,0.0,0.0,10,10.0,56.96936000000007,56.96936000000007
Amasya,Hamamözü,40.76004829681186,35.12070432415393,10.71046153846154,0.0,81.68,10,0.0,56.96936000000007,0.0
Amasya,Merkez,40.608305141592574,35.897315177085645,11.840923076923078,0.0,0.0,10,10.0,33.56464750000004,33.56464750000004
Amasya,Merzifon,40.81784169512704,35.45417707392841,11.096384615384617,0.0,0.0,10,10.0,51.03596829365084,51.03596829365084
Amasya,Suluova,40.77809402019211,35.74691043699064,11.096384615384617,0.0,0.0,10,10.0,51.03596829365084,51.03596829365084
Amasya,Taşova,40.7649725578992,36.28549777548066,11.876615384615384,0.0,0.0,10,10.0,20.463547063492072,20.463547063492072
